,country,year,continent,pop,"Agriculture, value added (% of GDP)",CO2 emissions (metric tons per capita),Domestic credit provided by financial sector (% of GDP),Electric power consumption (kWh per capita),Energy use (kg of oil equivalent per capita),Exports of goods and services (% of GDP),"Fertility rate, total (births per woman)",GDP growth (annual %),Imports of goods and services (% of GDP),"Industry, value added (% of GDP)","Inflation, GDP deflator (annual %)","Life expectancy at birth, total (years)",Population density (people per sq. km of land area),"Services, etc., value added (% of GDP)"
306,Cote d'Ivoire,1992,Africa,12772596,34.0096869237,0.354420170237,45.2090266603,150.303822967,373.659519455,31.9094869275,6.454,-0.244560612179,28.1155784085,24.4419992902,-0.0238371357740999,51.7116097561,41.028009434,41.5483137861
307,Cote d'Ivoire,1997,Africa,14625967,23.3194326218,0.534357649092,25.1815808459,170.170870382,386.175169435,42.9159573075,6.08,3.7435531440300007,35.292090333400004,23.650030050300003,6.20167536959,48.075048780500005,48.1018553459,53.0305373279
308,Cote d'Ivoire,2002,Africa,16252726,27.2700503866,0.4239831540929999,18.2773366403,177.126879813,406.144021726,47.462349475500005,5.716,-1.66764213793,32.4013146236,21.1038855023,6.6673070757,46.6955853659,54.0422044025,51.6260641111
309,Cote d'Ivoire,2007,Africa,18013409,21.9948063744,0.359270183731,19.234149585,190.16897947900003,539.7271851830001,47.2259826099,5.392,1.7650367837,42.2116488064,23.2717153969,2.9331424308300003,48.7788292683,59.3150062893,54.7334782286
310,Croatia,1962,Europe,4076557,,,,,,,2.273,,,,,65.4082439024,75.15836165270001,
311,Croatia,1967,Europe,4174366,,,,,,,2.104,,,,,67.20873170729999,77.60686818100001,
312,Croatia,1972,Europe,4225310,,,,,,,1.975,,,,,68.7787317073,79.7174029691,
313,Croatia,1977,Europe,4318673,,,,,,,2.005,,,,,70.7443902439,81.0588445716,
314,Croatia,1982,Europe,4413368,,,,,,,1.9,,,,,70.48268292680001,82.9010910392,
315,Croatia,1987,Europe,4484310,,,,,,,1.64,,,,,71.4702439024,84.7791092828,
316,Croatia,1992,Europe,4494013,,3.68832930649,,2280.53691275,1502.13713647,,1.48,,,,,71.2414634146,79.9499195135,
317,Croatia,1997,Europe,4444595,6.51749885998,4.14743153981,38.2907004552,2588.80139983,1704.81692913,31.318876341,1.69,6.64547410712,44.2274001589,31.9147812861,6.94968809268,72.4951219512,81.6720257235,61.5677197732
318,Croatia,2002,Europe,4481020,6.313679668940001,4.86455630631,53.1923978291,3092.34234234,1856.86891892,37.6714812662,1.42,5.24647452941,45.5475127824,28.2975622199,3.48049161394,74.7173170732,79.4133428725,65.3887581112
319,Croatia,2007,Europe,4493312,4.83191070022,5.40295581605,70.75775030220001,3737.60144274,2102.14585212,39.0005041788,1.48,5.150004979599999,46.26795219,28.0968819888,4.105009444969999,75.7056097561,79.2709077913,67.07120731100001
320,Cuba,1962,Americas,7254373,,1.90181472038,,,,,4.509,,,,,65.1382195122,69.3706145251,
321,Cuba,1967,Americas,8139332,,1.90593276713,,,,,4.433,,,,,68.2478536585,76.9417783985,
322,Cuba,1972,Americas,8831348,13.3269952193,2.30454680781,,514.9967884719999,1154.55654156,32.6263050704,3.646,4.826686057180001,44.1831921438,18.6264065355,6.958653657839999,70.85639024390001,84.0344413408,68.0465982452
323,Cuba,1977,Americas,9537988,13.3271848982,3.0516856974,,721.56025573,1424.73743541,32.6290237465,2.332,8.709502862989998,44.1847040613,18.6275097254,-4.1939244248100005,72.96626829270001,89.7083519553,68.04530537640001
324,Cuba,1982,Americas,9789224,13.3712138189,3.4813087709,,1008.29993659,1536.90510757,32.635278819,1.826,8.91823475198,44.150996014300006,18.540993212,-2.22754934781,74.2032682927,92.4172998138,68.0877929691
325,Cuba,1987,Americas,10239839,13.6971545534,3.3062460294200005,,1093.16372449,1578.25907104,32.9000785378,1.826,-2.40217272487,43.917102684700005,17.5292369772,0.610485538574,74.6077073171,95.6170949721,68.7736084695
326,Cuba,1992,Americas,10723260,13.1333020594,2.9234827481,,904.545782675,1214.11700599,16.9182668437,1.682,-11.5806029753,18.2286005632,17.769456559800002,3.74572094205,74.8032926829,99.9606610801,69.0972413808
327,Cuba,1997,Americas,10983007,9.64102764635,2.2407825657,,1039.23200827,1125.97333686,14.9237962328,1.635,2.78500401157,17.8308142331,24.5982090486,-1.3526964485799997,75.9419756098,102.424869646,65.760763305
328,Cuba,2002,Americas,11226999,7.93390492148,2.33274725648,,1186.72739335,1053.28051042,11.5271029818,1.64,1.42859080981,13.2022839859,24.5703285146,4.52601037932,77.1024634146,105.127737569,67.4957665639
329,Cuba,2007,Americas,11416987,4.97041961708,2.3745716849900003,,1298.64801118,904.662628457,20.3364986733,1.636,7.26213703416,17.63137014,20.4940880838,3.59044319373,78.44919512199999,106.013181135,74.5354922991
330,Czech Republic,1962,Europe,9620282,,,,,,,2.12,,,,,69.7868292683,124.558819723,
331,Czech Republic,1967,Europe,9835109,,,,,,,1.91,,,,,70.2641463415,127.512605151,
332,Czech Republic,1972,Europe,9862158,,,,3595.79684366,4613.78059093,,2.09,,,,,70.1765853659,127.703274233,
333,Czech Republic,1977,Europe,10161915,,,,4292.92743371,4716.46270083,,2.34,,,,,70.5734146341,131.833247056,
334,Czech Republic,1982,Europe,10303704,,,,4675.599956800001,4633.61136678,,2.0,,,,,70.807804878,133.490694966,
335,Czech Republic,1987,Europe,10311597,,,,5447.30528239,4978.254944899999,,1.91,,,,,71.4456097561,133.911194513,
336,Czech Republic,1992,Europe,10315702,,13.3903071996,,5077.66018488,4222.41657552,40.2064056985,1.71,-0.506542348864,39.0048670058,,12.3572626215,72.2717073171,133.546305164,
337,Czech Republic,1997,Europe,10300707,3.64204438424,12.3652913574,62.1639308845,5660.06002835,4184.88468363,40.5736208929,1.17,-0.674271247766,44.7363476681,39.7187076722,8.49316752058,73.8248780488,133.35228419799998,56.6392479436
338,Czech Republic,2002,Europe,10256295,2.8039438224,11.7437029,41.8247879897,5894.23311911,4163.45010589,45.2424144761,1.17,1.6469496403,46.5234495636,36.3793464984,2.67762172055,75.2219512195,131.964746991,60.8167096792
339,Czech Republic,2007,Europe,10228744,2.17042698586,11.9725152221,51.53192256729999,6518.2174127,4468.96035161,66.5527781975,1.45,5.529266338709999,64.1024536911,38.2368148914,3.53330540811,76.7243902439,133.318161812,59.592758122700005
340,Denmark,1962,Europe,4646899,,7.945107361080001,50.42317699189999,1355.93161991,2296.28956262,28.61945852,2.55,5.66682217272,32.5049280412,,6.63590469251,72.3197560976,109.69381638,
341,Denmark,1967,Europe,4838800,,10.1493005476,48.8368296841,2128.48945496,3061.11010693,27.3355832798,2.35,3.42160509181,30.0014599698,,6.250003608869999,72.922195122,114.122114704,
342,Denmark,1972,Europe,4991596,,11.9488346012,45.1879262941,3346.82534404,3858.59212164,26.6607683056,2.03,4.1749975815900005,27.0826916451,,9.59860038225,73.4390243902,117.809676658,
343,Denmark,1977,Europe,5088419,,12.1545851472,44.8165924071,3999.67062461,3830.10381024,28.3048904684,1.66,1.97885393628,31.801520893000003,,8.9280196636,74.6324390244,120.09485485,
344,Denmark,1982,Europe,5117810,,10.4919645317,46.061005745900005,4678.95447467,3422.37480485,35.932788904,1.43,3.71398274194,35.1754710006,,10.0993818651,74.5512195122,120.760028315,
345,Denmark,1987,Europe,5127024,,11.3793050315,59.4004357844,5794.39456496,3819.83212874,31.5647586159,1.5,0.289936830243,29.9525833616,,4.79573882617,74.6912195122,120.948903043,
346,Denmark,1992,Europe,5171393,3.2014409766600003,10.5045544991,56.7724508881,6236.25847696,3561.89036948,36.8737599736,1.76,1.97546050058,30.1104077732,25.9655521282,1.67773725408,75.1941463415,121.880037709,70.8330068952
347,Denmark,1997,Europe,5283663,3.07147154227,11.6476885202,54.9156873266,6607.20141245,3848.1558436,37.8117122942,1.75,3.26089511423,33.4544366297,26.1506458982,2.01385061443,75.9451219512,124.557883573,70.7778825595
348,Denmark,2002,Europe,5374693,2.07317989101,9.68193192956,151.393526492,6533.7520143,3535.09801372,45.3985085136,1.72,0.4662982524449999,38.8921703701,26.3702968842,2.34770997741,76.8951219512,126.701178412,71.5565232247
349,Denmark,2007,Europe,5468120,1.3840682701299998,9.20201511031,214.892506256,6668.39026645,3622.59683256,51.3363123712,1.84,0.8244175316750001,48.502240028,26.3749692463,2.51554766813,78.1951219512,128.716427056,72.2409624836
350,Djibouti,1962,Africa,89898,,0.5060615711249999,,,,,6.527,,,,,44.8744390244,4.06384814495,
351,Djibouti,1967,Africa,127617,,0.669756398256,,,,,6.702000000000001,,,,,47.1816585366,5.668809318380001,
352,Djibouti,1972,Africa,178848,,1.06401357052,,,,,6.836,,,,,50.4154878049,7.73132010354,
353,Djibouti,1977,Africa,228694,,0.713264798899,,,,,6.671,,,,,52.486902439,11.9767903365,
354,Djibouti,1982,Africa,305991,,0.905448572164,,,,,6.316,,,,,54.4324146341,16.598058671300002,
355,Djibouti,1987,Africa,311025,,0.800514864127,47.6264401398,,,,6.193,,,,,56.0166585366,20.9475841242,
356,Djibouti,1992,Africa,384156,3.3051120787,0.497071267161,42.570120408200005,,,44.5498522852,5.879,-0.0179669777825,76.80229752470001,17.121297640199998,3.39997112161,56.9295853659,27.0518981881,79.5735902811
357,Djibouti,1997,Africa,417908,3.53375119296,0.475994831137,52.8599892541,,,38.8253335721,4.953,-0.7458721365629999,50.331333393,15.3305476025,2.51989255361,57.011195122,29.579119931,81.1357012046
358,Djibouti,2002,Africa,447416,3.58182858112,0.536183747195,30.0224263908,,,38.5712980273,4.244,2.61856229005,43.749547855,15.9891566501,0.63252470482,57.2205609756,32.1595772217,80.4290147688
359,Djibouti,2007,Africa,496374,3.85527653326,0.578051792236,26.4944960947,,178.904528787,57.0882522745,3.744,5.10006138735,77.1495689913,16.8856594255,4.929200605899999,58.8293414634,34.482700604,79.25906404130001
360,Dominican Republic,1962,Americas,3453434,,0.353029129213,14.4399951462,,,23.8684625652,7.404,17.0472409314,24.1839582575,,7.640188930560001,53.2992439024,72.88917408399999,100.0
361,Dominican Republic,1967,Americas,4049146,22.997048857800003,0.380469161164,18.9853111712,,,18.0807885582,6.738,3.32754228792,25.0096637031,30.8449010821,1.7863075417299998,56.695097561,85.3882632995,46.1580500601
362,Dominican Republic,1972,Americas,4671329,22.949162667,0.982245555874,34.2545161777,308.407572792,573.372745636,20.671262517,5.781000000000001,10.3941640769,25.4818094903,30.8102328128,8.02842897556,59.6392682927,98.5289795073,46.2406045202
363,Dominican Republic,1977,Americas,5302800,22.2471964424,1.03738266295,37.2607949571,421.296384409,601.951784846,20.0104632552,4.847,4.9817839493400005,24.1786739256,32.7097858662,10.5791618826,61.878902439,112.023742496,45.0430176914
364,Dominican Republic,1982,Americas,5968349,18.8359370377,1.04300623674,51.8078835331,327.53088759400003,596.93367919,14.3395273353,4.19,1.6987086300999998,19.2491190639,30.4098252406,7.760768815880001,63.8628292683,125.829352101,50.7542377218
365,Dominican Republic,1987,Americas,6655297,12.7959586254,1.44194584088,39.5799328754,476.301487903,594.381238984,25.5640169336,3.694,10.117367362,37.4245516359,22.3147251132,14.422956588599998,66.33892682930001,140.02531567,64.8893162614
366,Dominican Republic,1992,Americas,7351181,12.5356252733,1.4626656496,18.0835646553,540.265441047,603.781376066,37.0728700509,3.329,10.5131819887,43.9964932082,34.0281698252,5.616706498790001,68.8371219512,154.596377562,53.4362049015
367,Dominican Republic,1997,Americas,7992357,9.06355334073,2.20510324404,23.7827827678,636.983715511,749.844735219,36.216014713,3.014,8.00427443188,40.2004344374,33.9830489915,8.66123322197,70.0917317073,168.981039122,56.9533976678
368,Dominican Republic,2002,Americas,8650322,7.20984731831,2.415109633,35.267617742,835.1178845430001,819.797049144,32.4796823635,2.835,5.788207316269999,40.3340377111,32.323102308,5.47172767706,71.051804878,182.825212171,60.4670503737
369,Dominican Republic,2007,Americas,9319622,7.078436759470001,2.2277472092700004,38.0497652131,1335.39049966,763.408932512,26.762022012,2.687,8.710414118500001,35.1852086651,31.0410474845,12.754988826300002,72.1313170732,196.736410681,61.8805157561
370,Ecuador,1962,Americas,4681707,33.9941625929,0.325336408962,23.680171658600003,,,17.889716802,6.676,4.5588839639,20.5538509195,22.5930374196,2.14879952334,54.3875365854,17.3851033088,43.4127999875
371,Ecuador,1967,Americas,5432424,29.8511426369,0.4657819709719999,12.409110688699998,,,10.10718657,6.436,4.6210739407,12.0315925735,16.1421757862,0.473187460476,56.5998292683,20.1056819824,54.006681576800005
372,Ecuador,1972,Americas,6298651,27.2188248932,0.71472397171,15.905051406099998,149.485736401,360.600661999,12.4079121735,5.872999999999999,5.017640703600001,15.5500775642,22.7067698525,10.1496458021,58.6664878049,23.2217418003,50.0744052542
373,Ecuador,1977,Americas,7278866,19.5046743422,1.01493198956,13.1237818211,252.229553303,568.073705272,16.3028768283,5.129,1.60484211178,18.139333409,26.9910877225,19.3607180668,61.346560975600006,26.6371730964,53.5042379353
374,Ecuador,1982,Americas,8365850,16.360778338,2.29817340418,15.9258740349,404.506885851,666.635807378,14.6564911171,4.503,0.614845353648,17.7564544711,27.4472823977,-9.18217401724,64.28543902439999,30.3169159081,56.1919392642
375,Ecuador,1987,Americas,9545158,22.3616984341,1.59040025959,18.0424222109,452.750445806,602.470062495,15.3660870665,4.034,-0.25909870835,22.3646357883,26.9967031423,-8.70101398504,67.3340487805,34.3307758994,50.6415984236
376,Ecuador,1992,Americas,10748394,19.6820256129,2.0812048195,11.3643379594,522.993890154,629.220777401,24.1337401413,3.594,2.11431067513,20.6728035109,31.3409752783,4.30322942836,69.9635853659,38.6709651784,48.9769991088
377,Ecuador,1997,Americas,11911819,20.9098966454,1.53967990416,23.7384607158,656.1849816069999,721.687588695,21.5349262107,3.225,4.32786476432,23.4822601074,24.387861690700003,7.00617304203,71.9643170732,43.075390117,54.7022416638
378,Ecuador,2002,Americas,12921234,12.2192427836,1.90867205587,17.4602749061,692.2399965239999,739.4547575380001,21.4923738863,2.914,4.09677665885,27.884175755,31.3430622029,12.0852744211,73.492,52.6334997584,56.4376950136
379,Ecuador,2007,Americas,13755680,9.83719474362,2.244784002,21.5387743716,958.925777864,833.203582927,31.9317679733,2.736,2.19006397225,30.6553704546,36.231704448,6.65050227293,74.4950243902,57.1971291673,53.9311008084
380,El Salvador,1962,Americas,2747687,,0.221683679656,,,,,6.67,,,,,51.2386829268,140.42498801,
381,El Salvador,1967,Americas,3232927,,0.342459705043,22.6478180791,,,25.6381888957,6.416,5.43684885132,28.6580618726,,-0.3935076252619999,53.7844390244,162.28652278200002,
382,El Salvador,1972,Americas,3790903,,0.434859813181,28.868736757,181.76489048,484.967888203,29.0950527015,5.999,6.117533686130001,28.1264837147,,0.400316543983,55.60790243899999,185.234148681,
383,El Salvador,1977,Americas,4282586,,0.528598922061,28.3708398024,259.886246058,622.1297874219999,38.165103882,5.476,6.78006173,37.4729729854,,18.3216298509,56.2367804878,208.919739382,
384,El Salvador,1982,Americas,4474873,,0.374288901613,50.8721330241,256.232593125,595.2355137530001,22.7774029989,4.819,-6.30579352112,28.4703372343,,5.54988383349,57.1975365854,227.908880309,
385,El Salvador,1987,Americas,4842194,,0.484879604346,30.6530055817,320.07854493900004,503.481769676,18.9923042326,4.221,2.51358852068,26.1023179671,,2.3685317842099995,61.074,243.816843629,
386,El Salvador,1992,Americas,5274649,14.5637745452,0.61545764188,28.6794524395,386.673793086,525.453706523,16.0898114095,3.734,7.543337489439999,32.4348833694,30.2761442966,4.25576391207,65.57797560979999,260.23851351400003,55.16008115819999
387,El Salvador,1997,Americas,5783439,14.3855192124,0.961795934859,44.4048053544,561.1088663630001,624.096762293,25.8938274044,3.239,4.24634249985,37.5519771525,29.2262093786,3.5445894293,67.8736341463,274.724903475,56.3882714089
388,El Salvador,2002,Americas,6353681,9.14370610481,1.0281306661,43.6926434962,677.186953818,720.3532811819999,26.3666673656,2.677,2.34082274763,41.0772575087,32.3848970526,1.20733449486,69.2978780488,283.508735521,58.4713968425
389,El Salvador,2007,Americas,6939688,11.8658790827,1.16568967666,60.5856990009,899.7038961889999,748.1199930380001,25.8827450025,2.253,3.83976517703,48.2946943282,28.406771195300003,4.370536968590001,70.7804634146,288.919594595,59.727349722
390,Equatorial Guinea,1962,Africa,249220,,0.0852989067225,,,,68.1370839298,5.529,,51.360057265600005,,,37.3324146341,9.19572192513,
391,Equatorial Guinea,1967,Africa,259864,,0.0908814105401,,,,42.425329626,5.64,,32.7159386492,,,38.8320487805,10.0693404635,
392,Equatorial Guinea,1972,Africa,277603,,0.3201385200759999,,,,34.7902596785,5.68,,44.3783886617,,,40.2827317073,9.80057040998,
393,Equatorial Guinea,1977,Africa,192675,,0.282906440604,,,,47.0116848755,5.682,,52.673089339300006,,,41.9421219512,7.855686274510001,
394,Equatorial Guinea,1982,Africa,285483,,0.291841258093,,,,50.6945374326,5.776,2.2016759464,330.563324435,,40.4180066354,45.0393658537,8.95903743316,
395,Equatorial Guinea,1987,Africa,341244,,0.288412129686,44.0382460722,,,47.8650292758,5.881,4.43673736221,198.84223708,,1.51817065399,47.1167317073,12.2385026738,
396,Equatorial Guinea,1992,Africa,387838,,0.535419878688,53.08800745,,,44.234179494,5.902,34.7453200367,140.240350941,,-15.423700489200002,49.0414390244,14.4057397504,
397,Equatorial Guinea,1997,Africa,439971,,0.611375553314,10.3486313936,,,116.703590213,5.872000000000001,149.972963478,283.283761977,,-13.1471736657,51.1395853659,17.1064527629,
398,Equatorial Guinea,2002,Africa,495627,,8.77241819104,0.289451489172,,,122.263328012,5.676,19.4628340335,128.86241677299998,,-1.5828902693900002,52.6863414634,20.2375757576,
399,Equatorial Guinea,2007,Africa,551201,1.37863038748,7.20404086525,-21.3795216588,,2641.94245101,88.6212939725,5.391,15.2821139195,45.462495885100005,81.6419949708,3.03765385936,54.5163170732,23.736114082,16.9793746418
400,Eritrea,1962,Africa,1666618,,,,,,,6.837000000000001,,,,,37.8515853659,,
401,Eritrea,1967,Africa,1820319,,,,,,,6.706,,,,,39.4134390244,,
402,Eritrea,1972,Africa,2260187,,,,,,,6.624,,,,,41.2488536585,,
403,Eritrea,1977,Africa,2512642,,,,,,,6.625,,,,,42.7081463415,,
404,Eritrea,1982,Africa,2637297,,,,,,,6.69,,,,,43.8226341463,,
405,Eritrea,1987,Africa,2915959,,,,,,,6.5520000000000005,,,,,46.1518536585,,
406,Eritrea,1992,Africa,3668440,30.5589617821,,,38.9164520725,277.580928028,11.4236063475,6.233,,44.9535830246,12.0222767218,,49.840048780500005,,57.418761496
407,Eritrea,1997,Africa,4058319,16.8599927785,0.265413977499,73.331713588,56.7378148642,319.16492977400003,29.6148227877,5.67,7.90868490928,85.799953871,23.4022386712,3.89715147209,54.0096097561,32.2832871287,59.7377685503
408,Eritrea,2002,Africa,4414865,15.0595356727,0.159706978851,133.308489754,57.0141680208,197.54986892,11.7811808403,5.149,3.00542921786,64.8089828172,21.2287335406,16.1486673323,57.1028292683,37.5102178218,63.7117307867
409,Eritrea,2007,Africa,4906585,25.3833362332,0.131490395908,121.14301992,55.6022185512,162.700034655,5.771852583769999,4.8180000000000005,1.42682206012,28.7877069489,20.0790741918,7.288208420489999,59.6694146341,43.62672277229999,54.5375895749
410,Ethiopia,1962,Africa,25145372,,0.0170548363485,,,,,6.875,,,,,39.6986585366,21.0911271571,
411,Ethiopia,1967,Africa,27860297,,0.0408827807982,,,,,6.88,,,,,42.0145365854,23.8699100817,
412,Ethiopia,1972,Africa,30770372,,0.0467273161742,,18.7157746471,434.793195834,,7.06,,,,,43.4509268293,27.3705785649,
413,Ethiopia,1977,Africa,34617799,,0.0312000126850999,,15.0234337304,432.458375494,,7.195,,,,,44.0921463415,30.5305658492,
414,Ethiopia,1982,Africa,38111756,56.332858612200006,0.0399215112393,23.8109387619,19.6176091432,434.058222854,,7.397,0.916013858082,,9.34355662661,4.27053150833,43.7078780488,33.705283378699995,34.3235847612
415,Ethiopia,1987,Africa,42999530,51.9520015126,0.0593870484066,29.2073073556,20.2667485986,437.234995296,,7.387,13.8593303967,,11.6381804425,-6.119491996490001,45.6784146341,39.4824877384,36.4098180449
416,Ethiopia,1992,Africa,52088559,65.9729560577,0.057489213371,39.3341795625,21.6461222939,431.15182408,,7.143,-8.6724801282,,6.29847734746,15.532226111500002,47.9132439024,46.8690063579,27.7285665948
417,Ethiopia,1997,Africa,59861301,57.7229052591,0.0501031444135,35.9051720949,23.861424147,435.145404589,,6.861000000000001,3.133906867,,13.0364249762,0.2066555471849999,50.3180487805,60.893264,29.2406697647
418,Ethiopia,2002,Africa,67946797,41.6603407482,0.0642326445206,46.3313874468,26.1396422307,439.254909387,,6.218,1.5147256932100002,,13.7175460668,-3.6214342006,53.3482439024,70.39116999999999,44.6221130245
419,Ethiopia,2007,Africa,76511887,45.461589563100006,0.0743445875862,41.8420554207,39.4600363784,442.86665148300006,,5.353,11.4561669954,,12.4660307271,17.2205794854,58.408,80.891968,42.072379647800005
420,Finland,1962,Europe,4491443,,3.74256736643,40.9909191161,2389.20988199,2361.74387608,19.9202838835,2.68,2.9819455361,21.4379545863,,3.97394498889,68.577804878,14.7458649332,
421,Finland,1967,Europe,4605744,,6.21338658857,45.6241055315,3345.38784613,3126.42604539,18.524236821,2.32,2.16882888287,19.7890196746,,7.36206437145,69.6665853659,15.1211267606,
422,Finland,1972,Europe,4639657,,9.51830728004,40.3057950049,5516.14052504,4188.16067653,23.6355806873,1.58,7.7354855177,24.1192799115,,8.244070346900001,70.7073170732,15.2324665944,
423,Finland,1977,Europe,4738902,9.65238574211,10.5972997542,43.1881195975,6726.66368707,4516.24806759,26.8313671288,1.68,0.239510404025,25.519728775,37.3308107568,9.41866214077,72.3502439024,15.55829804,53.0168035011
424,Finland,1982,Europe,4826933,8.73080456753,8.92566418469,48.442803543,8533.16174059,4805.49388193,28.8552683804,1.71,3.0873542142000003,28.6824963228,36.789604935,9.06772222016,74.2980487805,15.8473127811,54.4795904974
425,Finland,1987,Europe,4931729,6.035748645499999,11.689943863900002,64.9604175621,11358.3947521,5960.69258613,24.9856090685,1.59,3.55909597501,24.4675355345,34.830455550500005,4.2756593917500005,74.5919512195,16.1926622673,59.133795804
426,Finland,1992,Europe,5041039,4.90168254612,9.4155210877,87.2174079877,12514.1015694,5380.99306782,25.5232640362,1.85,-3.32462938005,24.6770848065,30.0831137239,0.929173825932,75.4553658537,16.5533733872,65.01520373
427,Finland,1997,Europe,5134406,3.94840939374,11.6605782092,53.3591984536,14454.938728600002,6276.95169203,37.8009355415,1.75,6.25180784114,30.4628943994,33.479763491,2.11858383438,76.8785365854,16.874601923900002,62.5718271153
428,Finland,2002,Europe,5193039,3.05181470686,11.86067583,61.5121890363,16138.1441134,6705.43983596,39.0858391384,1.72,1.68032508895,30.2045330402,34.3829073765,0.970277769297,78.1195121951,17.0740930431,62.5652779166
429,Finland,2007,Europe,5238460,2.68309971036,12.0984818633,98.8101873687,17161.2412833,6967.21323874,43.9968057283,1.83,5.18480080885,39.1791364747,35.0532220416,2.76503957075,79.2634146341,17.391956328699997,62.263678248000005
430,France,1962,Europe,47124000,,6.20757823899,34.570556631500004,1646.83246131,1852.7357712,12.8329879564,2.89,6.67217462634,12.1168866839,,4.67284195548,70.3146341463,87.87917620889999,
431,France,1967,Europe,49569000,8.66856839343,7.3064221599,37.993496686,2180.79162445,2241.91139524,13.1449321781,2.75,4.68815882065,13.1040467394,33.650547224099995,3.18155941582,71.16097560979999,92.985057509,57.6808843825
432,France,1972,Europe,51732000,7.68238270635,9.0773421395,44.9164370557,2920.454203,3160.80483651,16.4831247533,2.38,4.54157892775,15.73389181,32.3290060764,6.8035542639,72.1073170732,96.7175244628,59.9886112172
433,France,1977,Europe,53165019,4.8300445945,8.78046381611,51.677775721,3670.70163129,3155.62146854,20.1031547679,1.94,3.45136894592,20.287104354,30.9093148531,8.78409194787,73.3512195122,100.014358087,64.26064055239999
434,France,1982,Europe,54433565,4.55418564323,7.82140477351,80.6267037208,4606.90770844,3272.05274478,21.2493536887,1.86,2.50853125434,23.711119275,29.229567239,12.0958050521,74.5,102.012774716,66.2162471178
435,France,1987,Europe,55630100,3.47183854726,6.567066209659999,90.0144349518,5634.2101907,3690.65145306,19.4316996326,1.83,2.57732206551,20.5418066658,27.6850587414,2.49057732607,75.8,104.978378862,68.84310271140001
436,France,1992,Europe,57374179,2.87982155635,6.21601293676,100.360885111,6475.7880279,3954.00370317,21.1492196358,1.74,1.59967121382,20.5079690124,26.2257764502,1.98973424003,77.1,107.477849246,70.8944019935
437,France,1997,Europe,58623428,2.63047962756,5.861894898589999,98.4126993365,6833.13698218,4049.35046526,25.2426833387,1.77,2.3373334044400003,22.3386387575,23.7140236261,0.881974078168,78.3048780488,109.511629648,73.6554967464
438,France,2002,Europe,59925035,2.23443582949,6.06611321653,100.11974215,7299.31317989,4225.60695353,27.0397720822,1.88,1.11845689155,25.3757388229,22.555474580100004,2.07144418539,79.2609756098,112.87251971,75.2100895904
439,France,2007,Europe,61083916,1.80029894305,5.762833483990001,137.277236119,7519.06208034,4120.3058212,27.1283927901,1.98,2.36149887324,28.4193105717,21.0627763234,2.56390634269,81.112195122,116.912447471,77.1369247336
440,Gabon,1962,Africa,455661,,0.172630373122,12.1908515862,,,31.714257477600004,4.541,7.449211596889999,30.7683996685,,1.3809206042200002,40.374,1.97852291691,
441,Gabon,1967,Africa,489004,,1.82744493336,15.4640718563,,,48.0539071856,4.899,4.11515285426,48.0539071856,,6.22473460273,44.052341463400005,2.14937322932,
442,Gabon,1972,Africa,537977,,4.4676552568900005,21.0258064516,213.658137195,1707.3062928,73.087437788,5.207999999999999,11.3369706831,72.2578801843,,-7.27696861271,48.31073170729999,2.37951255482,
443,Gabon,1977,Africa,706367,,9.30274637367,24.4653723558,646.74286152,2000.90013642,51.5937409447,5.542999999999999,-12.5820911682,51.2605042017,,9.79568003065,52.44656097560001,2.63432297124,
444,Gabon,1982,Africa,753874,,8.54984762677,13.2386330971,860.644675022,2069.78785109,61.5947514509,5.722,-3.0975203978099994,39.6669190008,,16.9036292452,56.6513902439,2.9761594287299995,
445,Gabon,1987,Africa,880397,,4.58752937983,40.758617474,1006.98273532,1470.39664628,42.694920388,5.609,-17.1460422149,45.219507226400005,,0.993283233261,60.3348536585,3.4031008654500003,
446,Gabon,1992,Africa,985739,,4.9095409308,21.012457271,883.9356638180001,1298.09635297,46.0755528556,5.263,-3.0901456515400003,33.793289233,,0.213866958889,61.254512195100006,3.89877750611,
447,Gabon,1997,Africa,1126189,,4.1932826152,16.0830143772,855.016182361,1236.01768782,61.304010807,4.809,5.73836739484,37.2322537069,,0.946536838356,60.30302439020001,4.43915861373,
448,Gabon,2002,Africa,1299304,6.24843308628,3.54698834619,19.8243415171,935.469658515,1229.36459426,52.6088996948,4.388999999999999,-0.249033168543,32.1501818428,51.4721273787,0.855807814236,59.002804878,5.00326774557,38.5149375924
449,Gabon,2007,Africa,1454867,5.3008784072,2.8579604997400003,2.31645005459,1000.06801295,1281.68189093,58.5286045861,4.164,5.65895238322,26.6038745775,61.1815866282,6.26876448148,60.3927804878,5.5920440874,33.5175349647
450,Germany,1962,Europe,73739117,,,,1790.68687743,2124.84853926,,2.44,,,,,69.69251219510001,212.029284221,
451,Germany,1967,Europe,76368453,,,,2362.90894287,2388.41234673,,2.48,,,,,70.3735121951,220.408833386,
452,Germany,1972,Europe,78717088,,,66.1815600021,4335.76962475,4017.33738516,14.593015673599998,1.71,4.30034129411,16.2414213846,,4.531857144719999,70.867,225.384389769,
453,Germany,1977,Europe,78160773,,,75.9876825506,5285.26078632,4336.0874042,18.0292954609,1.4,3.3472180880299995,20.2008551366,,3.1007182465900005,71.8836829268,223.870231719,
